,transacao_id,cliente_id,data_compra,valor_compra,meio_pagamento,campanha,idade,renda_mensal,cidade,tipo_cliente,ultima_compra,frequencia_compras,total_gasto
3569,3570,47,2031-10-10,190,cartão,black_friday,56,5389,Porto Alegre,ocasional,142,16,3826
3570,3571,36,2031-10-11,228,boleto,ano_novo,32,3533,Rio de Janeiro,ocasional,184,14,5714
3571,3572,832,2031-10-12,98,cartão,sem_campanha,22,5836,Salvador,premium,30,6,4656
3572,3573,95,2031-10-13,105,cartão,sem_campanha,43,5353,Porto Alegre,premium,277,16,3489
3573,3574,985,2031-10-14,148,cartão,black_friday,41,7504,Porto Alegre,ocasional,160,12,8214
3574,3575,361,2031-10-15,110,cartão,ano_novo,51,3315,Belo Horizonte,ocasional,298,9,2499
3575,3576,525,2031-10-16,138,cartão,black_friday,43,6342,Curitiba,ocasional,303,14,5720
3576,3577,146,2031-10-17,123,boleto,sem_campanha,22,4811,Fortaleza,premium,186,11,4714
3577,3578,917,2031-10-18,99,cartão,dia_pais,60,6800,Curitiba,frequente,330,6,6598
3578,3579,368,2031-10-19,191,pix,sem_campanha,22,4203,Fortaleza,frequente,283,10,6287
3579,3580,65,2031-10-20,153,boleto,sem_campanha,34,5865,Recife,ocasional,271,7,4803
3580,3581,228,2031-10-21,241,cartão,sem_campanha,66,7544,Belo Horizonte,ocasional,141,7,6026
3581,3582,754,2031-10-22,167,boleto,sem_campanha,31,7458,São Paulo,ocasional,279,13,4829
3582,3583,520,2031-10-23,214,cartão,dia_maes,63,6386,São Paulo,ocasional,296,13,3708
3583,3584,816,2031-10-24,113,cartão,natal,39,4564,São Paulo,premium,32,13,5756
3584,3585,853,2031-10-25,112,cartão,sem_campanha,57,5223,Fortaleza,ocasional,200,5,2150
3585,3586,555,2031-10-26,261,cartão,ano_novo,44,3161,Brasília,ocasional,164,8,4975
3586,3587,756,2031-10-27,119,cartão,black_friday,48,4169,São Paulo,frequente,235,11,4752
3587,3588,181,2031-10-28,102,cartão,dia_pais,62,4950,Salvador,ocasional,14,3,5307
3588,3589,501,2031-10-29,91,boleto,sem_campanha,33,3549,Curitiba,frequente,171,11,5396
3589,3590,597,2031-10-30,245,cartão,sem_campanha,62,7251,Salvador,ocasional,104,9,4908
3590,3591,155,2031-10-31,136,cartão,dia_maes,59,6234,Manaus,ocasional,40,11,5030
3591,3592,787,2031-11-01,170,cartão,dia_pais,30,3896,Belo Horizonte,premium,278,9,4742
3592,3593,535,2031-11-02,157,cartão,ano_novo,27,4022,São Paulo,frequente,336,11,3857
3593,3594,627,2031-11-03,113,cartão,sem_campanha,58,4064,São Paulo,ocasional,355,3,3659
3594,3595,818,2031-11-04,135,pix,ano_novo,66,5482,Rio de Janeiro,frequente,146,9,7005
3595,3596,435,2031-11-05,192,cartão,sem_campanha,25,5911,Porto Alegre,frequente,335,6,8738
3596,3597,811,2031-11-06,88,cartão,sem_campanha,66,4990,Rio de Janeiro,ocasional,292,7,6320
3597,3598,99,2031-11-07,183,pix,sem_campanha,46,5507,Belo Horizonte,ocasional,112,8,6882
3598,3599,616,2031-11-08,221,pix,sem_campanha,49,2002,Porto Alegre,frequente,109,12,7801
3599,3600,372,2031-11-09,164,cartão,sem_campanha,52,6783,Fortaleza,ocasional,191,11,8080
3600,3601,563,2031-11-10,216,cartão,sem_campanha,68,4741,Brasília,frequente,101,18,7838
3601,3602,362,2031-11-11,81,boleto,dia_maes,38,5573,Rio de Janeiro,ocasional,76,18,2757
3602,3603,112,2031-11-12,58,pix,dia_maes,68,5500,Curitiba,ocasional,138,7,5919
3603,3604,453,2031-11-13,162,cartão,sem_campanha,66,5660,Salvador,ocasional,106,7,6431
3604,3605,756,2031-11-14,120,cartão,black_friday,48,4169,São Paulo,frequente,235,11,4752
3605,3606,169,2031-11-15,193,cartão,volta_as_aulas,32,7773,Manaus,ocasional,190,11,5855
3606,3607,584,2031-11-16,134,cartão,sem_campanha,34,3320,Brasília,ocasional,336,9,5198
3607,3608,139,2031-11-17,157,pix,sem_campanha,18,3814,Fortaleza,premium,332,13,1687
3608,3609,848,2031-11-18,154,cartão,natal,62,5899,Recife,frequente,87,9,4510
3609,3610,231,2031-11-19,155,pix,volta_as_aulas,45,4182,Manaus,premium,239,9,3125
3610,3611,239,2031-11-20,122,cartão,volta_as_aulas,61,5461,Rio de Janeiro,ocasional,284,11,4836
3611,3612,984,2031-11-21,81,pix,dia_pais,31,5882,São Paulo,frequente,155,16,3018
3612,3613,253,2031-11-22,139,cartão,sem_campanha,39,6543,Brasília,premium,264,8,5537
3613,3614,981,2031-11-23,222,boleto,sem_campanha,43,4686,Fortaleza,ocasional,92,10,5327
3614,3615,436,2031-11-24,119,pix,sem_campanha,63,5279,Belo Horizonte,premium,148,9,4587
3615,3616,919,2031-11-25,119,cartão,black_friday,28,3429,Fortaleza,ocasional,295,16,6902
3616,3617,561,2031-11-26,157,cartão,dia_pais,50,6618,Belo Horizonte,ocasional,15,7,2783
3617,3618,422,2031-11-27,91,cartão,sem_campanha,46,6917,São Paulo,ocasional,34,21,3744
3618,3619,303,2031-11-28,200,cartão,volta_as_aulas,58,5839,Belo Horizonte,frequente,87,12,4658
3619,3620,72,2031-11-29,95,boleto,dia_maes,59,5381,Rio de Janeiro,ocasional,162,8,3992
3620,3621,263,2031-11-30,135,cartão,sem_campanha,37,5776,Rio de Janeiro,frequente,221,5,5364
3621,3622,834,2031-12-01,276,boleto,sem_campanha,20,3032,Curitiba,ocasional,278,7,3767
3622,3623,222,2031-12-02,92,cartão,ano_novo,19,2887,Manaus,ocasional,363,6,4654
3623,3624,77,2031-12-03,223,cartão,ano_novo,61,5591,São Paulo,ocasional,87,8,4268
3624,3625,62,2031-12-04,156,cartão,black_friday,64,7162,Porto Alegre,frequente,195,9,6407
3625,3626,471,2031-12-05,163,cartão,sem_campanha,47,3122,Recife,ocasional,316,9,8963
3626,3627,157,2031-12-06,109,cartão,sem_campanha,68,3065,Fortaleza,premium,111,8,2346
3627,3628,806,2031-12-07,189,pix,black_friday,50,5761,Porto Alegre,premium,178,9,4003
3628,3629,125,2031-12-08,131,boleto,natal,25,3839,Brasília,ocasional,237,13,6285
3629,3630,741,2031-12-09,92,cartão,sem_campanha,38,5950,Belo Horizonte,ocasional,89,13,7088
3630,3631,852,2031-12-10,222,cartão,black_friday,66,7236,Porto Alegre,ocasional,44,14,5791
3631,3632,161,2031-12-11,130,cartão,sem_campanha,69,4610,Brasília,ocasional,182,7,4973
3632,3633,541,2031-12-12,57,cartão,sem_campanha,27,4963,São Paulo,premium,73,13,3775
3633,3634,626,2031-12-13,136,cartão,sem_campanha,52,3419,São Paulo,frequente,287,8,3043
3634,3635,591,2031-12-14,190,cartão,sem_campanha,51,5115,Rio de Janeiro,frequente,294,12,7387
3635,3636,535,2031-12-15,182,boleto,volta_as_aulas,27,4022,São Paulo,frequente,336,11,3857
3636,3637,106,2031-12-16,117,cartão,black_friday,41,3725,Salvador,premium,214,13,3429
3637,3638,131,2031-12-17,101,cartão,sem_campanha,41,5419,Brasília,ocasional,240,10,5833
3638,3639,357,2031-12-18,81,pix,dia_pais,68,6476,Porto Alegre,ocasional,262,6,5739
3639,3640,989,2031-12-19,148,cartão,ano_novo,31,6794,Belo Horizonte,ocasional,220,10,4087
3640,3641,685,2031-12-20,157,boleto,dia_maes,59,7076,Recife,ocasional,275,13,4862
3641,3642,776,2031-12-21,185,cartão,dia_maes,67,5628,Fortaleza,frequente,358,10,6024
3642,3643,854,2031-12-22,142,cartão,dia_pais,49,4494,Salvador,frequente,152,7,4807
3643,3644,885,2031-12-23,141,cartão,sem_campanha,67,4959,Fortaleza,frequente,210,7,5194
3644,3645,797,2031-12-24,136,cartão,volta_as_aulas,22,5288,Brasília,frequente,1,12,5659
3645,3646,2,2031-12-25,157,cartão,dia_pais,69,5305,Manaus,frequente,104,4,7310
3646,3647,233,2031-12-26,143,cartão,volta_as_aulas,54,4943,Belo Horizonte,ocasional,296,10,5050
3647,3648,369,2031-12-27,196,cartão,black_friday,65,4065,Salvador,ocasional,79,7,4815
3648,3649,251,2031-12-28,165,cartão,sem_campanha,51,5612,Fortaleza,ocasional,201,9,3158
3649,3650,946,2031-12-29,155,cartão,ano_novo,39,3345,Brasília,ocasional,9,9,6883
3650,3651,833,2031-12-30,147,boleto,natal,55,5015,Recife,ocasional,158,8,3294
3651,3652,108,2031-12-31,102,boleto,dia_maes,61,3715,Porto Alegre,ocasional,151,7,5785
3652,3653,276,2032-01-01,149,cartão,sem_campanha,56,5277,Brasília,frequente,106,7,2309
3653,3654,180,2032-01-02,117,pix,ano_novo,59,4179,Recife,ocasional,163,17,4880
3654,3655,725,2032-01-03,167,cartão,dia_maes,58,3947,Manaus,frequente,52,10,3140
3655,3656,293,2032-01-04,139,cartão,volta_as_aulas,69,5932,Porto Alegre,frequente,291,9,1394
3656,3657,584,2032-01-05,233,cartão,dia_maes,34,3320,Brasília,ocasional,336,9,5198
3657,3658,795,2032-01-06,86,boleto,black_friday,35,8478,Fortaleza,frequente,308,9,4227
3658,3659,175,2032-01-07,-5,boleto,sem_campanha,24,5020,São Paulo,premium,145,12,3528
3659,3660,123,2032-01-08,163,cartão,dia_maes,24,5620,Brasília,ocasional,37,8,5130
3660,3661,227,2032-01-09,117,cartão,sem_campanha,34,1877,Fortaleza,ocasional,164,8,1347
3661,3662,902,2032-01-10,158,cartão,volta_as_aulas,22,4091,Fortaleza,ocasional,55,11,6981
3662,3663,444,2032-01-11,88,cartão,natal,51,2715,Salvador,ocasional,75,13,4362
3663,3664,813,2032-01-12,245,cartão,sem_campanha,38,5122,Salvador,ocasional,123,5,5495
3664,3665,428,2032-01-13,130,cartão,dia_pais,41,8244,Porto Alegre,frequente,180,9,3708
3665,3666,83,2032-01-14,114,cartão,sem_campanha,65,6801,Manaus,ocasional,66,10,8746
3666,3667,765,2032-01-15,244,cartão,sem_campanha,33,5051,Salvador,ocasional,35,9,2969
3667,3668,658,2032-01-16,192,boleto,sem_campanha,53,6051,Recife,ocasional,20,10,5746
3668,3669,632,2032-01-17,219,cartão,black_friday,65,5743,Porto Alegre,ocasional,288,11,7055
3669,3670,65,2032-01-18,141,cartão,black_friday,34,5865,Recife,ocasional,271,7,4803
3670,3671,281,2032-01-19,152,cartão,ano_novo,45,8840,Curitiba,ocasional,202,9,4019
3671,3672,795,2032-01-20,120,pix,dia_maes,35,8478,Fortaleza,frequente,308,9,4227
3672,3673,391,2032-01-21,114,cartão,volta_as_aulas,69,2931,Porto Alegre,ocasional,76,13,5359
3673,3674,428,2032-01-22,169,cartão,black_friday,41,8244,Porto Alegre,frequente,180,9,3708
3674,3675,618,2032-01-23,131,cartão,ano_novo,40,5519,Fortaleza,ocasional,343,8,7373
3675,3676,925,2032-01-24,261,cartão,natal,28,2867,Porto Alegre,ocasional,29,7,3857
3676,3677,991,2032-01-25,192,cartão,sem_campanha,24,4798,São Paulo,ocasional,302,16,5380
3677,3678,812,2032-01-26,244,cartão,sem_campanha,28,6257,Belo Horizonte,frequente,244,10,2849
3678,3679,107,2032-01-27,38,cartão,black_friday,18,6245,Brasília,premium,360,9,7566
3679,3680,548,2032-01-28,244,cartão,sem_campanha,33,3465,São Paulo,frequente,176,6,3279
3680,3681,659,2032-01-29,30,cartão,dia_pais,40,4553,Salvador,ocasional,46,9,5806
3681,3682,262,2032-01-30,86,cartão,dia_pais,20,5039,Belo Horizonte,ocasional,197,11,4151
3682,3683,921,2032-01-31,62,pix,natal,64,6778,Porto Alegre,frequente,123,13,3165
3683,3684,159,2032-02-01,162,pix,sem_campanha,56,4496,Belo Horizonte,ocasional,249,11,4424
3684,3685,265,2032-02-02,149,cartão,volta_as_aulas,36,5280,Salvador,ocasional,98,11,5918
3685,3686,468,2032-02-03,189,cartão,black_friday,62,5365,Brasília,ocasional,138,7,7250
3686,3687,202,2032-02-04,145,boleto,sem_campanha,25,5734,Fortaleza,ocasional,59,6,5141
3687,3688,933,2032-02-05,211,boleto,dia_maes,49,4034,Recife,frequente,67,11,4477
3688,3689,155,2032-02-06,103,boleto,sem_campanha,59,6234,Manaus,ocasional,40,11,5030
3689,3690,13,2032-02-07,212,cartão,dia_pais,41,7284,Curitiba,ocasional,293,6,4717
3690,3691,297,2032-02-08,148,cartão,sem_campanha,65,4888,Belo Horizonte,ocasional,247,6,2781
3691,3692,896,2032-02-09,267,pix,sem_campanha,41,6559,Porto Alegre,ocasional,22,15,4501
3692,3693,834,2032-02-10,193,pix,sem_campanha,20,3032,Curitiba,ocasional,278,7,3767
3693,3694,498,2032-02-11,134,cartão,sem_campanha,57,6140,Manaus,ocasional,19,11,4500
3694,3695,597,2032-02-12,148,pix,sem_campanha,62,7251,Salvador,ocasional,104,9,4908
3695,3696,993,2032-02-13,99,boleto,volta_as_aulas,64,3822,Porto Alegre,ocasional,323,6,4568
3696,3697,792,2032-02-14,167,cartão,sem_campanha,63,4525,São Paulo,ocasional,138,9,5108
3697,3698,245,2032-02-15,134,cartão,sem_campanha,28,5027,Fortaleza,frequente,246,11,3345
3698,3699,300,2032-02-16,186,cartão,black_friday,54,2996,Salvador,ocasional,3,12,3748
3699,3700,362,2032-02-17,83,cartão,sem_campanha,38,5573,Rio de Janeiro,ocasional,76,18,2757
3700,3701,354,2032-02-18,133,pix,volta_as_aulas,55,5351,Curitiba,ocasional,187,7,6157
3701,3702,828,2032-02-19,92,cartão,natal,45,5712,Fortaleza,ocasional,39,6,3979
3702,3703,521,2032-02-20,95,boleto,volta_as_aulas,69,5089,Fortaleza,ocasional,225,14,5801
3703,3704,386,2032-02-21,180,boleto,sem_campanha,66,5501,Belo Horizonte,ocasional,292,8,1769
3704,3705,759,2032-02-22,206,cartão,ano_novo,33,4431,Belo Horizonte,ocasional,54,11,4351
3705,3706,312,2032-02-23,33,cartão,ano_novo,41,3084,Manaus,frequente,202,8,6637
3706,3707,414,2032-02-24,243,cartão,dia_maes,43,5973,Porto Alegre,frequente,164,5,4053
3707,3708,278,2032-02-25,220,cartão,sem_campanha,57,6050,São Paulo,ocasional,271,9,4100
3708,3709,750,2032-02-26,82,cartão,sem_campanha,35,2945,Belo Horizonte,frequente,122,15,4332
3709,3710,715,2032-02-27,191,cartão,dia_pais,36,4970,Salvador,ocasional,11,10,6438
3710,3711,759,2032-02-28,126,cartão,sem_campanha,33,4431,Belo Horizonte,ocasional,54,11,4351
3711,3712,747,2032-02-29,145,cartão,dia_maes,52,6445,Belo Horizonte,premium,75,19,4828
3712,3713,593,2032-03-01,180,cartão,black_friday,58,6494,Belo Horizonte,ocasional,151,13,6446
3713,3714,356,2032-03-02,173,cartão,ano_novo,62,3502,Porto Alegre,ocasional,144,11,2683
3714,3715,525,2032-03-03,121,pix,black_friday,43,6342,Curitiba,ocasional,303,14,5720
3715,3716,839,2032-03-04,121,cartão,sem_campanha,27,5084,Curitiba,ocasional,222,14,3778
3716,3717,16,2032-03-05,124,pix,sem_campanha,41,4714,Recife,ocasional,214,9,6455
3717,3718,993,2032-03-06,207,pix,dia_pais,64,3822,Porto Alegre,ocasional,323,6,4568
3718,3719,45,2032-03-07,56,pix,volta_as_aulas,38,2558,Salvador,ocasional,76,7,5227
3719,3720,321,2032-03-08,141,cartão,sem_campanha,52,5144,Brasília,ocasional,281,8,7507
3720,3721,651,2032-03-09,228,boleto,black_friday,33,7420,Manaus,ocasional,75,12,3866
3721,3722,326,2032-03-10,185,cartão,ano_novo,46,4281,Recife,frequente,206,13,5609
3722,3723,148,2032-03-11,202,cartão,sem_campanha,31,6641,Curitiba,ocasional,162,9,4578
3723,3724,355,2032-03-12,142,boleto,sem_campanha,55,7325,Curitiba,ocasional,346,7,5001
3724,3725,236,2032-03-13,91,cartão,ano_novo,18,5225,Porto Alegre,ocasional,220,15,6795
3725,3726,703,2032-03-14,152,pix,dia_pais,42,3515,Curitiba,ocasional,299,10,4637
3726,3727,613,2032-03-15,115,cartão,black_friday,35,6098,Fortaleza,ocasional,44,9,4171
3727,3728,105,2032-03-16,261,cartão,natal,26,4310,Brasília,premium,227,13,5497
3728,3729,474,2032-03-17,142,cartão,sem_campanha,57,6675,Salvador,frequente,144,15,6083
3729,3730,762,2032-03-18,181,boleto,black_friday,29,3477,Curitiba,frequente,164,17,3918
3730,3731,396,2032-03-19,235,cartão,sem_campanha,20,5335,Belo Horizonte,ocasional,180,10,5589
3731,3732,446,2032-03-20,95,boleto,ano_novo,49,5565,Belo Horizonte,ocasional,278,7,3663
3732,3733,606,2032-03-21,36,cartão,black_friday,26,5358,Brasília,ocasional,199,10,6436
3733,3734,220,2032-03-22,174,cartão,dia_maes,29,6573,Brasília,frequente,145,8,4458
3734,3735,987,2032-03-23,183,cartão,ano_novo,62,3206,Belo Horizonte,ocasional,137,14,5238
3735,3736,810,2032-03-24,129,cartão,black_friday,64,8739,Belo Horizonte,premium,253,7,3071
3736,3737,851,2032-03-25,92,cartão,sem_campanha,18,4679,Manaus,ocasional,70,5,5758
3737,3738,965,2032-03-26,165,cartão,sem_campanha,64,4207,Salvador,ocasional,188,8,5596
3738,3739,442,2032-03-27,148,cartão,sem_campanha,32,3949,Recife,ocasional,343,9,4119
3739,3740,645,2032-03-28,166,boleto,sem_campanha,45,5453,Salvador,ocasional,72,10,4723
3740,3741,873,2032-03-29,93,cartão,sem_campanha,40,4135,São Paulo,frequente,161,9,4428
3741,3742,667,2032-03-30,166,cartão,sem_campanha,22,7391,Porto Alegre,ocasional,326,9,4420
3742,3743,28,2032-03-31,190,cartão,volta_as_aulas,39,3753,Fortaleza,ocasional,247,8,1169
3743,3744,794,2032-04-01,74,cartão,sem_campanha,23,5212,Fortaleza,ocasional,230,15,2842
3744,3745,475,2032-04-02,223,cartão,dia_maes,69,5514,Brasília,ocasional,16,15,4452
3745,3746,628,2032-04-03,162,cartão,natal,47,7871,Salvador,frequente,273,10,2537
3746,3747,305,2032-04-04,192,cartão,sem_campanha,36,6250,Rio de Janeiro,frequente,225,10,2901
3747,3748,746,2032-04-05,86,cartão,sem_campanha,53,4779,Rio de Janeiro,ocasional,260,11,4567
3748,3749,405,2032-04-06,184,cartão,ano_novo,67,5875,São Paulo,frequente,64,11,3502
3749,3750,513,2032-04-07,67,cartão,volta_as_aulas,46,3497,Curitiba,frequente,84,16,4118
3750,3751,502,2032-04-08,102,cartão,ano_novo,56,4928,São Paulo,ocasional,331,8,4939
3751,3752,348,2032-04-09,163,boleto,volta_as_aulas,29,4577,Manaus,frequente,54,13,5662
3752,3753,240,2032-04-10,136,cartão,volta_as_aulas,43,2434,Belo Horizonte,frequente,352,10,5051
3753,3754,570,2032-04-11,151,boleto,sem_campanha,57,5593,Rio de Janeiro,ocasional,334,15,3622
3754,3755,847,2032-04-12,246,boleto,volta_as_aulas,68,3185,São Paulo,ocasional,346,11,5202
3755,3756,695,2032-04-13,150,cartão,black_friday,25,2460,Belo Horizonte,frequente,43,9,6379
3756,3757,337,2032-04-14,185,pix,sem_campanha,50,5123,Fortaleza,ocasional,99,8,2371
3757,3758,26,2032-04-15,146,cartão,dia_pais,50,3704,Porto Alegre,frequente,105,8,5139
3758,3759,980,2032-04-16,145,pix,sem_campanha,31,3163,Salvador,ocasional,319,8,4709
3759,3760,409,2032-04-17,101,cartão,ano_novo,40,6230,Curitiba,ocasional,285,10,6728
3760,3761,77,2032-04-18,168,cartão,sem_campanha,61,5591,São Paulo,ocasional,87,8,4268
3761,3762,929,2032-04-19,276,cartão,black_friday,57,6992,Manaus,ocasional,294,9,7538
3762,3763,217,2032-04-20,154,pix,black_friday,66,6386,Curitiba,premium,44,16,6765
3763,3764,328,2032-04-21,136,cartão,dia_pais,63,3658,São Paulo,ocasional,94,10,3659
3764,3765,837,2032-04-22,207,boleto,sem_campanha,54,4085,São Paulo,ocasional,108,10,4174
3765,3766,774,2032-04-23,201,boleto,dia_maes,43,3185,Fortaleza,ocasional,110,13,6687
3766,3767,23,2032-04-24,171,cartão,volta_as_aulas,55,4024,São Paulo,ocasional,308,11,5989
3767,3768,756,2032-04-25,134,cartão,sem_campanha,48,4169,São Paulo,frequente,235,11,4752
3768,3769,670,2032-04-26,207,cartão,dia_maes,46,1769,Brasília,ocasional,112,10,2982
3769,3770,718,2032-04-27,156,cartão,sem_campanha,62,7046,Salvador,frequente,275,10,6467
3770,3771,310,2032-04-28,195,boleto,sem_campanha,41,5311,Salvador,premium,329,7,6622
3771,3772,599,2032-04-29,109,pix,sem_campanha,46,4477,Rio de Janeiro,ocasional,231,5,5625
3772,3773,267,2032-04-30,120,boleto,sem_campanha,20,4082,São Paulo,premium,173,11,2927
3773,3774,415,2032-05-01,154,pix,ano_novo,34,4749,Fortaleza,ocasional,224,7,3586
3774,3775,646,2032-05-02,88,cartão,sem_campanha,31,3868,Manaus,frequente,247,11,1268
3775,3776,267,2032-05-03,131,cartão,sem_campanha,20,4082,São Paulo,premium,173,11,2927
3776,3777,333,2032-05-04,86,boleto,dia_pais,58,6547,Rio de Janeiro,frequente,116,5,6878
3777,3778,780,2032-05-05,72,boleto,dia_maes,58,5114,Rio de Janeiro,premium,64,7,1547
3778,3779,450,2032-05-06,271,cartão,dia_pais,42,7821,Fortaleza,frequente,77,11,2457
3779,3780,565,2032-05-07,119,cartão,dia_maes,54,5978,Recife,ocasional,340,6,3840
3780,3781,611,2032-05-08,123,boleto,sem_campanha,65,6091,Recife,ocasional,169,8,4551
3781,3782,247,2032-05-09,154,cartão,sem_campanha,55,4190,Brasília,frequente,280,14,5276
3782,3783,36,2032-05-10,96,cartão,sem_campanha,32,3533,Rio de Janeiro,ocasional,184,14,5714
3783,3784,401,2032-05-11,124,cartão,dia_maes,20,4265,Porto Alegre,ocasional,228,10,5652
3784,3785,28,2032-05-12,241,pix,black_friday,39,3753,Fortaleza,ocasional,247,8,1169
3785,3786,220,2032-05-13,167,boleto,sem_campanha,29,6573,Brasília,frequente,145,8,4458
3786,3787,406,2032-05-14,199,boleto,dia_pais,49,4461,Fortaleza,premium,165,10,5778
3787,3788,614,2032-05-15,228,cartão,sem_campanha,66,4878,Curitiba,frequente,98,7,3354
3788,3789,775,2032-05-16,160,cartão,sem_campanha,25,7508,Belo Horizonte,frequente,217,9,4231
3789,3790,271,2032-05-17,138,cartão,sem_campanha,24,3536,Curitiba,ocasional,108,12,4548
3790,3791,736,2032-05-18,78,pix,dia_maes,61,5418,Salvador,frequente,46,13,6959
3791,3792,651,2032-05-19,130,cartão,natal,33,7420,Manaus,ocasional,75,12,3866
3792,3793,792,2032-05-20,141,cartão,dia_maes,63,4525,São Paulo,ocasional,138,9,5108
3793,3794,511,2032-05-21,109,boleto,ano_novo,54,4629,São Paulo,frequente,182,4,5349
3794,3795,963,2032-05-22,227,cartão,sem_campanha,64,5599,Curitiba,premium,12,7,4975
3795,3796,286,2032-05-23,205,pix,black_friday,47,7656,Recife,frequente,106,12,3634
3796,3797,454,2032-05-24,199,cartão,dia_maes,69,4246,Porto Alegre,frequente,95,6,6827
3797,3798,762,2032-05-25,144,cartão,sem_campanha,29,3477,Curitiba,frequente,164,17,3918
3798,3799,834,2032-05-26,98,cartão,dia_pais,20,3032,Curitiba,ocasional,278,7,3767
3799,3800,317,2032-05-27,216,boleto,sem_campanha,53,5042,Curitiba,ocasional,47,6,3659
3800,3801,590,2032-05-28,166,boleto,natal,43,5715,Salvador,ocasional,18,14,3184
3801,3802,297,2032-05-29,188,cartão,sem_campanha,65,4888,Belo Horizonte,ocasional,247,6,2781
3802,3803,338,2032-05-30,180,cartão,sem_campanha,31,6598,Recife,ocasional,11,15,3708
3803,3804,307,2032-05-31,165,pix,sem_campanha,33,4894,Curitiba,frequente,113,14,5676
3804,3805,428,2032-06-01,249,cartão,natal,41,8244,Porto Alegre,frequente,180,9,3708
3805,3806,351,2032-06-02,117,cartão,dia_pais,39,3493,Curitiba,ocasional,241,10,6866
3806,3807,511,2032-06-03,134,cartão,sem_campanha,54,4629,São Paulo,frequente,182,4,5349
3807,3808,525,2032-06-04,232,boleto,sem_campanha,43,6342,Curitiba,ocasional,303,14,5720
3808,3809,858,2032-06-05,154,cartão,sem_campanha,25,5255,Rio de Janeiro,ocasional,95,8,3652
3809,3810,492,2032-06-06,143,cartão,volta_as_aulas,18,4021,Salvador,frequente,106,16,7004
3810,3811,908,2032-06-07,137,pix,dia_pais,34,3869,Manaus,ocasional,220,10,5572
3811,3812,594,2032-06-08,183,cartão,sem_campanha,24,4259,Recife,ocasional,123,11,4541
3812,3813,9,2032-06-09,138,cartão,natal,36,4988,Belo Horizonte,frequente,184,12,5614
3813,3814,497,2032-06-10,132,cartão,black_friday,42,2624,São Paulo,ocasional,108,7,4857
3814,3815,725,2032-06-11,183,pix,black_friday,58,3947,Manaus,frequente,52,10,3140
3815,3816,560,2032-06-12,154,boleto,sem_campanha,52,4311,Rio de Janeiro,frequente,285,12,4442
3816,3817,561,2032-06-13,99,cartão,black_friday,50,6618,Belo Horizonte,ocasional,15,7,2783
3817,3818,821,2032-06-14,151,boleto,ano_novo,51,4737,Rio de Janeiro,ocasional,355,15,4343
3818,3819,440,2032-06-15,219,cartão,dia_pais,68,3460,São Paulo,frequente,338,10,2740
3819,3820,552,2032-06-16,188,pix,natal,66,5970,Brasília,frequente,66,9,6433
3820,3821,875,2032-06-17,225,cartão,sem_campanha,54,4180,São Paulo,ocasional,190,9,4747
3821,3822,792,2032-06-18,113,boleto,black_friday,63,4525,São Paulo,ocasional,138,9,5108
3822,3823,738,2032-06-19,203,cartão,dia_pais,49,8217,Fortaleza,frequente,88,9,2880
3823,3824,968,2032-06-20,117,cartão,ano_novo,65,5031,Porto Alegre,ocasional,279,10,2895
3824,3825,108,2032-06-21,88,boleto,volta_as_aulas,61,3715,Porto Alegre,ocasional,151,7,5785
3825,3826,245,2032-06-22,109,cartão,dia_maes,28,5027,Fortaleza,frequente,246,11,3345
3826,3827,255,2032-06-23,156,cartão,sem_campanha,65,5384,Rio de Janeiro,frequente,364,11,2759
3827,3828,33,2032-06-24,201,boleto,sem_campanha,59,4134,Porto Alegre,ocasional,355,10,4519
3828,3829,23,2032-06-25,165,cartão,volta_as_aulas,55,4024,São Paulo,ocasional,308,11,5989
3829,3830,845,2032-06-26,142,cartão,dia_pais,63,3590,Brasília,frequente,253,12,2777
3830,3831,566,2032-06-27,98,pix,dia_pais,29,2635,Belo Horizonte,ocasional,125,13,3693
3831,3832,821,2032-06-28,185,cartão,sem_campanha,51,4737,Rio de Janeiro,ocasional,355,15,4343
3832,3833,49,2032-06-29,198,cartão,ano_novo,21,5957,Porto Alegre,frequente,25,12,8127
3833,3834,462,2032-06-30,164,boleto,black_friday,61,4851,Belo Horizonte,frequente,339,11,3708
3834,3835,590,2032-07-01,97,pix,sem_campanha,43,5715,Salvador,ocasional,18,14,3184
3835,3836,336,2032-07-02,190,cartão,ano_novo,21,6334,Fortaleza,frequente,266,5,5122
3836,3837,945,2032-07-03,211,cartão,volta_as_aulas,59,8084,Brasília,premium,195,13,7310
3837,3838,358,2032-07-04,226,boleto,dia_pais,25,4679,São Paulo,frequente,364,14,6250
3838,3839,122,2032-07-05,128,cartão,black_friday,45,7033,Manaus,ocasional,311,9,7848
3839,3840,444,2032-07-06,171,cartão,sem_campanha,51,2715,Salvador,ocasional,75,13,4362
3840,3841,359,2032-07-07,123,pix,sem_campanha,44,4925,Recife,premium,239,12,4098
3841,3842,602,2032-07-08,103,cartão,natal,38,8115,Brasília,ocasional,337,10,6917
3842,3843,346,2032-07-09,229,cartão,ano_novo,50,4215,Belo Horizonte,ocasional,121,10,1528
3843,3844,193,2032-07-10,178,cartão,ano_novo,50,2888,Salvador,frequente,197,9,3151
3844,3845,416,2032-07-11,214,cartão,natal,57,5220,Rio de Janeiro,frequente,272,7,4178
